,sal,rooz,Month,zarrineh_Debi
2527,1393,17,3,1.4
2528,1393,18,3,1.59
2529,1393,19,3,2.42
2530,1393,20,3,5.2
2531,1393,21,3,7.86
2532,1393,22,3,4.35
2533,1393,23,3,2.96
2534,1393,24,3,2.29
2535,1393,25,3,2.84
2536,1393,26,3,3.82
2537,1393,27,3,13.7
2538,1393,28,3,21.9
2539,1393,29,3,14.3
2540,1393,30,3,9.4
2541,1393,31,3,7.51
3410,1393,1,4,8.01
3411,1393,2,4,7.84
3412,1393,3,4,6.85
3413,1393,4,4,6.53
3414,1393,5,4,6.53
3415,1393,6,4,6.22
3416,1393,7,4,4.89
3417,1393,8,4,5.03
3418,1393,9,4,4.34
3419,1393,10,4,3.69
3420,1393,11,4,2.62
3421,1393,12,4,1.98
3422,1393,13,4,1.49
3423,1393,14,4,2.08
3424,1393,15,4,2.84
3425,1393,16,4,3.82
3426,1393,17,4,4.76
3427,1393,18,4,4.9
3428,1393,19,4,4.76
3429,1393,20,4,3.32
3430,1393,21,4,2.72
3431,1393,22,4,4.1
3432,1393,23,4,5.32
3433,1393,24,4,8.34
3434,1393,25,4,22.7
3435,1393,26,4,23.5
3436,1393,27,4,16.0
3437,1393,28,4,7.29
3438,1393,29,4,3.32
3439,1393,30,4,2.18
3440,1393,31,4,1.49
4309,1393,1,5,1.4
4310,1393,2,5,1.49
4311,1393,3,5,2.08
4312,1393,4,5,2.73
4313,1393,5,5,1.32
4314,1393,6,5,0.831
4315,1393,7,5,0.909
4316,1393,8,5,0.557
4317,1393,9,5,0.326
4318,1393,10,5,0.076
4319,1393,11,5,2.05
4320,1393,12,5,16.1
4321,1393,13,5,17.2
4322,1393,14,5,4.63
4323,1393,15,5,2.1
4324,1393,16,5,0.435
4325,1393,17,5,0.499
4326,1393,18,5,0.28
4327,1393,19,5,0.228
4328,1393,20,5,11.9
4329,1393,21,5,5.28
4330,1393,22,5,3.08
4331,1393,23,5,3.43
4332,1393,24,5,2.85
4333,1393,25,5,0.813
4334,1393,26,5,1.6
4335,1393,27,5,0.831
4336,1393,28,5,1.14
4337,1393,29,5,11.5
4338,1393,30,5,25.0
4339,1393,31,5,26.0
5208,1393,1,6,18.0
5209,1393,2,6,10.0
5210,1393,3,6,5.07
5211,1393,4,6,3.32
5212,1393,5,6,2.84
5213,1393,6,6,1.98
5214,1393,7,6,1.77
5215,1393,8,6,2.84
5216,1393,9,6,3.56
5217,1393,10,6,4.61
5218,1393,11,6,5.93
5219,1393,12,6,3.82
5220,1393,13,6,2.96
5221,1393,14,6,3.19
5222,1393,15,6,3.2
5223,1393,16,6,3.56
5224,1393,17,6,3.56
5225,1393,18,6,3.15
5226,1393,19,6,6.7
5227,1393,20,6,9.57
5228,1393,21,6,7.18
5229,1393,22,6,2.95
5230,1393,23,6,5.6
5231,1393,24,6,19.2
5232,1393,25,6,15.6
5233,1393,26,6,11.1
5234,1393,27,6,7.09
5235,1393,28,6,10.9
5236,1393,29,6,9.4
5237,1393,30,6,7.84
5238,1393,31,6,6.38
6107,1393,1,7,9.19
6108,1393,2,7,8.08
6109,1393,3,7,7.16
6110,1393,4,7,8.87
6111,1393,5,7,5.28
6112,1393,6,7,5.15
6113,1393,7,7,4.1
6114,1393,8,7,3.36
6115,1393,9,7,2.67
6116,1393,10,7,2.13
6117,1393,11,7,2.47
6118,1393,12,7,4.1
6119,1393,13,7,4.48
6120,1393,14,7,5.01
6121,1393,15,7,5.01
6122,1393,16,7,4.88
6123,1393,17,7,5.01
6124,1393,18,7,4.88
6125,1393,19,7,4.61
6126,1393,20,7,4.22
6127,1393,21,7,4.74
6128,1393,22,7,5.56
6129,1393,23,7,6.13
6130,1393,24,7,7.01
6131,1393,25,7,8.71
6132,1393,26,7,8.87
6133,1393,27,7,8.4
6134,1393,28,7,9.68
6135,1393,29,7,17.5
6136,1393,30,7,38.6
6137,1393,31,7,
7006,1393,1,8,26.1
7007,1393,2,8,15.3
7008,1393,3,8,11.3
7009,1393,4,8,9.03
7010,1393,5,8,7.32
7011,1393,6,8,5.3
7012,1393,7,8,3.97
7013,1393,8,8,3.01
7014,1393,9,8,2.56
7015,1393,10,8,2.67
7016,1393,11,8,2.78
7017,1393,12,8,3.48
7018,1393,13,8,3.12
7019,1393,14,8,4.23
7020,1393,15,8,5.57
7021,1393,16,8,5.56
7022,1393,17,8,5.28
7023,1393,18,8,4.49
7024,1393,19,8,4.88
7025,1393,20,8,4.74
7026,1393,21,8,5.01
7027,1393,22,8,5.15
7028,1393,23,8,4.88
7029,1393,24,8,4.48
7030,1393,25,8,5.01
7031,1393,26,8,5.28
7032,1393,27,8,5.84
7033,1393,28,8,5.28
7034,1393,29,8,4.36
7035,1393,30,8,4.22
7036,1393,31,8,
7905,1393,1,9,4.48
7906,1393,2,9,3.97
7907,1393,3,9,3.72
7908,1393,4,9,4.75
7909,1393,5,9,5.84
7910,1393,6,9,5.15
7911,1393,7,9,5.28
7912,1393,8,9,5.42
7913,1393,9,9,5.28
7914,1393,10,9,5.56
7915,1393,11,9,5.98
7916,1393,12,9,6.57
7917,1393,13,9,5.7
7918,1393,14,9,6.13
7919,1393,15,9,5.01
7920,1393,16,9,4.61
7921,1393,17,9,3.73
7922,1393,18,9,3.37
7923,1393,19,9,4.35
7924,1393,20,9,4.61
7925,1393,21,9,4.61
7926,1393,22,9,4.61
7927,1393,23,9,4.74
7928,1393,24,9,5.42
7929,1393,25,9,8.23
7930,1393,26,9,9.69
7931,1393,27,9,9.36
7932,1393,28,9,8.87
7933,1393,29,9,8.55
7934,1393,30,9,7.77
7935,1393,31,9,
8804,1393,1,10,6.13
8805,1393,2,10,5.56
8806,1393,3,10,5.28
8807,1393,4,10,4.74
8808,1393,5,10,4.35
8809,1393,6,10,3.72
8810,1393,7,10,2.89
8811,1393,8,10,3.01
8812,1393,9,10,3.24
8813,1393,10,10,3.36
8814,1393,11,10,2.35
8815,1393,12,10,1.18
8816,1393,13,10,0.707
8817,1393,14,10,0.315
8818,1393,15,10,0.867
8819,1393,16,10,1.64
8820,1393,17,10,1.83
8821,1393,18,10,1.93
8822,1393,19,10,1.74
8823,1393,20,10,1.93
8824,1393,21,10,1.74
8825,1393,22,10,1.83
8826,1393,23,10,1.54
8827,1393,24,10,1.74
8828,1393,25,10,1.64
8829,1393,26,10,1.36
8830,1393,27,10,1.45
8831,1393,28,10,1.36
8832,1393,29,10,1.54
8833,1393,30,10,1.45
8834,1393,31,10,
9703,1393,1,11,1.36
9704,1393,2,11,1.54
9705,1393,3,11,1.27
9706,1393,4,11,1.02
9707,1393,5,11,0.858
9708,1393,6,11,0.634
9709,1393,7,11,0.566
9710,1393,8,11,0.497
9711,1393,9,11,1.27
9712,1393,10,11,3.03
9713,1393,11,11,4.22
9714,1393,12,11,4.48
9715,1393,13,11,4.74
9716,1393,14,11,5.15
9717,1393,15,11,5.15
9718,1393,16,11,5.01
9719,1393,17,11,5.28
9720,1393,18,11,5.56
9721,1393,19,11,5.7
9722,1393,20,11,5.56
9723,1393,21,11,4.74
9724,1393,22,11,4.35
9725,1393,23,11,4.1
9726,1393,24,11,4.48
9727,1393,25,11,5.16
9728,1393,26,11,3.24
9729,1393,27,11,3.6
9730,1393,28,11,2.89
9731,1393,29,11,2.35
9732,1393,30,11,2.67
9733,1393,31,11,
10602,1393,1,12,3.01
10603,1393,2,12,1.93
10604,1393,3,12,1.54
10605,1393,4,12,1.54
10606,1393,5,12,1.64
10607,1393,6,12,1.54
10608,1393,7,12,1.83
10609,1393,8,12,1.83
10610,1393,9,12,1.74
10611,1393,10,12,1.93
10612,1393,11,12,2.24
10613,1393,12,12,2.35
10614,1393,13,12,2.56
10615,1393,14,12,2.89
10616,1393,15,12,3.24
10617,1393,16,12,3.01
10618,1393,17,12,3.24
10619,1393,18,12,3.48
10620,1393,19,12,4.1
10621,1393,20,12,5.84
10622,1393,21,12,5.28
10623,1393,22,12,4.88
10624,1393,23,12,4.35
10625,1393,24,12,3.97
10626,1393,25,12,4.22
10627,1393,26,12,4.61
10628,1393,27,12,4.88
10629,1393,28,12,5.01
10630,1393,29,12,4.88
10631,1393,30,12,
10632,1393,31,12,
744,1394,1,1,118.0
745,1394,2,1,121.0
746,1394,3,1,125.0
747,1394,4,1,129.0
748,1394,5,1,129.0
749,1394,6,1,131.0
750,1394,7,1,135.0
751,1394,8,1,145.0
752,1394,9,1,195.0
753,1394,10,1,276.0
754,1394,11,1,619.0
755,1394,12,1,781.0
756,1394,13,1,710.0
757,1394,14,1,577.0
758,1394,15,1,296.0
759,1394,16,1,269.0
760,1394,17,1,294.0
761,1394,18,1,283.0
762,1394,19,1,206.0
763,1394,20,1,190.0
764,1394,21,1,186.0
765,1394,22,1,180.0
766,1394,23,1,176.0
767,1394,24,1,189.0
768,1394,25,1,251.0
769,1394,26,1,285.0
770,1394,27,1,287.0
771,1394,28,1,285.0
772,1394,29,1,279.0
773,1394,30,1,274.0
774,1394,31,1,238.0
1643,1394,1,2,217.0
1644,1394,2,2,167.0
1645,1394,3,2,156.0
1646,1394,4,2,150.0
1647,1394,5,2,136.0
1648,1394,6,2,106.0
1649,1394,7,2,71.6
1650,1394,8,2,53.2
1651,1394,9,2,50.0
1652,1394,10,2,73.5
1653,1394,11,2,73.5
1654,1394,12,2,46.5
1655,1394,13,2,39.2
1656,1394,14,2,34.2
1657,1394,15,2,31.5
1658,1394,16,2,29.4
1659,1394,17,2,25.6
1660,1394,18,2,22.8
1661,1394,19,2,29.4
1662,1394,20,2,36.5
1663,1394,21,2,35.5
1664,1394,22,2,31.5
1665,1394,23,2,28.5
1666,1394,24,2,29.4
1667,1394,25,2,31.5
1668,1394,26,2,27.3
1669,1394,27,2,22.8
1670,1394,28,2,20.5
1671,1394,29,2,19.7
1672,1394,30,2,18.0
1673,1394,31,2,15.5
2542,1394,1,3,16.2
2543,1394,2,3,20.1
2544,1394,3,3,18.6
2545,1394,4,3,12.6
2546,1394,5,3,12.1
2547,1394,6,3,11.7
2548,1394,7,3,11.2
2549,1394,8,3,10.8
2550,1394,9,3,10.3
2551,1394,10,3,9.85
2552,1394,11,3,9.39
2553,1394,12,3,8.93
2554,1394,13,3,8.48
2555,1394,14,3,8.02
2556,1394,15,3,7.56
2557,1394,16,3,7.48
2558,1394,17,3,7.4
2559,1394,18,3,7.31
2560,1394,19,3,7.23
2561,1394,20,3,7.15
2562,1394,21,3,7.07
2563,1394,22,3,6.98
2564,1394,23,3,6.9
2565,1394,24,3,6.82
2566,1394,25,3,6.74
2567,1394,26,3,6.65
2568,1394,27,3,6.57
2569,1394,28,3,6.49
2570,1394,29,3,6.41
2571,1394,30,3,6.32
2572,1394,31,3,6.24
3441,1394,1,4,6.16
3442,1394,2,4,6.08
3443,1394,3,4,5.99
3444,1394,4,4,5.91
3445,1394,5,4,5.83
3446,1394,6,4,5.75
3447,1394,7,4,5.66
3448,1394,8,4,5.58
3449,1394,9,4,5.5
3450,1394,10,4,5.49
3451,1394,11,4,5.48
3452,1394,12,4,5.47
3453,1394,13,4,5.46
3454,1394,14,4,5.45
3455,1394,15,4,5.44
3456,1394,16,4,5.43
3457,1394,17,4,5.42
3458,1394,18,4,5.41
3459,1394,19,4,5.41
3460,1394,20,4,5.4
3461,1394,21,4,5.39
3462,1394,22,4,5.38
3463,1394,23,4,5.37
3464,1394,24,4,5.36
3465,1394,25,4,5.35
3466,1394,26,4,5.34
3467,1394,27,4,5.33
3468,1394,28,4,5.32
3469,1394,29,4,5.31
3470,1394,30,4,5.3
3471,1394,31,4,5.29
4340,1394,1,5,5.28
4341,1394,2,5,5.27
4342,1394,3,5,5.26
4343,1394,4,5,5.25
4344,1394,5,5,5.24
4345,1394,6,5,5.23
4346,1394,7,5,5.23
4347,1394,8,5,5.22
4348,1394,9,5,5.21
4349,1394,10,5,5.2
4350,1394,11,5,5.19
4351,1394,12,5,5.18
4352,1394,13,5,5.17
4353,1394,14,5,5.16
4354,1394,15,5,20.6
4355,1394,16,5,31.5
4356,1394,17,5,5.13
4357,1394,18,5,5.12
4358,1394,19,5,5.11
4359,1394,20,5,5.102
4360,1394,21,5,5.1
4361,1394,22,5,5.1
4362,1394,23,5,5.1
4363,1394,24,5,5.1
4364,1394,25,5,5.11
4365,1394,26,5,5.11
4366,1394,27,5,5.11
4367,1394,28,5,5.11
4368,1394,29,5,5.11
4369,1394,30,5,5.11
4370,1394,31,5,5.11
5239,1394,1,6,5.11
5240,1394,2,6,5.11
5241,1394,3,6,5.112
5242,1394,4,6,4.73
5243,1394,5,6,4.35
5244,1394,6,6,3.97
5245,1394,7,6,3.58
5246,1394,8,6,3.203
5247,1394,9,6,3.2
5248,1394,10,6,3.19
5249,1394,11,6,3.18
5250,1394,12,6,3.17
5251,1394,13,6,3.165
5252,1394,14,6,3.34
5253,1394,15,6,3.52
5254,1394,16,6,3.7
5255,1394,17,6,3.87
5256,1394,18,6,4.051
5257,1394,19,6,4.15
5258,1394,20,6,4.25
5259,1394,21,6,4.34
5260,1394,22,6,4.44
5261,1394,23,6,4.54
5262,1394,24,6,4.18
5263,1394,25,6,3.81
5264,1394,26,6,3.45
5265,1394,27,6,3.09
5266,1394,28,6,2.727
5267,1394,29,6,2.79
5268,1394,30,6,2.86
5269,1394,31,6,2.93
6138,1394,1,7,7.59
6139,1394,2,7,6.81
6140,1394,3,7,4.66
6141,1394,4,7,2.82
6142,1394,5,7,2.27
6143,1394,6,7,4.25
6144,1394,7,7,5.82
6145,1394,8,7,6.56
6146,1394,9,7,8.4
6147,1394,10,7,10.7
6148,1394,11,7,12.5
6149,1394,12,7,11.3
6150,1394,13,7,10.1
6151,1394,14,7,6.82
6152,1394,15,7,5.34
6153,1394,16,7,4.03
6154,1394,17,7,4.45
6155,1394,18,7,5.34
6156,1394,19,7,5.11
6157,1394,20,7,4.23
6158,1394,21,7,3.81
6159,1394,22,7,4.01
6160,1394,23,7,3.19
6161,1394,24,7,3.6
6162,1394,25,7,4.01
6163,1394,26,7,3.8
6164,1394,27,7,3.8
6165,1394,28,7,4.66
6166,1394,29,7,4.01
6167,1394,30,7,3.6
6168,1394,31,7,
7037,1394,1,8,3.8
7038,1394,2,8,3.6
7039,1394,3,8,4.22
7040,1394,4,8,4.23
7041,1394,5,8,4.66
7042,1394,6,8,5.11
7043,1394,7,8,6.06
7044,1394,8,8,6.32
7045,1394,9,8,7.07
7046,1394,10,8,5.36
7047,1394,11,8,3.6
7048,1394,12,8,2.82
7049,1394,13,8,2.27
7050,1394,14,8,2.45
7051,1394,15,8,2.63
7052,1394,16,8,2.16
7053,1394,17,8,0.924
7054,1394,18,8,0.685
7055,1394,19,8,0.924
7056,1394,20,8,0.924
7057,1394,21,8,0.572
7058,1394,22,8,0.472
7059,1394,23,8,0.389
7060,1394,24,8,1.18
7061,1394,25,8,2.31
7062,1394,26,8,1.17
7063,1394,27,8,4.32
7064,1394,28,8,40.1
7065,1394,29,8,39.3
7066,1394,30,8,19.8
7067,1394,31,8,
7936,1394,1,9,10.1
7937,1394,2,9,3.3
7938,1394,3,9,3.4
7939,1394,4,9,10.2
7940,1394,5,9,98.8
7941,1394,6,9,129.0
7942,1394,7,9,142.0
7943,1394,8,9,153.0
7944,1394,9,9,145.0
7945,1394,10,9,147.0
7946,1394,11,9,148.0
7947,1394,12,9,150.0
7948,1394,13,9,153.0
7949,1394,14,9,148.0
7950,1394,15,9,105.0
7951,1394,16,9,40.0
7952,1394,17,9,32.4
7953,1394,18,9,37.5
7954,1394,19,9,35.8
7955,1394,20,9,32.4
7956,1394,21,9,25.6
7957,1394,22,9,21.5
7958,1394,23,9,20.6
7959,1394,24,9,26.5
7960,1394,25,9,20.6
7961,1394,26,9,16.5
7962,1394,27,9,10.8
7963,1394,28,9,12.4
7964,1394,29,9,11.6
7965,1394,30,9,11.6
7966,1394,31,9,
8835,1394,1,10,9.91
8836,1394,2,10,9.1
8837,1394,3,10,8.28
8838,1394,4,10,9.1
8839,1394,5,10,10.8
8840,1394,6,10,9.91
8841,1394,7,10,10.8
8842,1394,8,10,11.6
8843,1394,9,10,10.8
8844,1394,10,10,13.2
8845,1394,11,10,15.6
8846,1394,12,10,14.0
8847,1394,13,10,13.2
8848,1394,14,10,13.2
8849,1394,15,10,9.94
8850,1394,16,10,7.47
8851,1394,17,10,9.1
8852,1394,18,10,11.6
8853,1394,19,10,9.1
8854,1394,20,10,9.91
8855,1394,21,10,14.9
8856,1394,22,10,19.9
8857,1394,23,10,12.4
8858,1394,24,10,10.8
8859,1394,25,10,9.1
8860,1394,26,10,6.66
8861,1394,27,10,4.26
8862,1394,28,10,1.85
8863,1394,29,10,5.39
8864,1394,30,10,74.4
8865,1394,31,10,
9734,1394,1,11,79.8
9735,1394,2,11,128.0
9736,1394,3,11,159.0
9737,1394,4,11,173.0
9738,1394,5,11,179.0
9739,1394,6,11,180.0
9740,1394,7,11,181.0
9741,1394,8,11,184.0
9742,1394,9,11,183.0
9743,1394,10,11,168.0
9744,1394,11,11,139.0
9745,1394,12,11,111.0
9746,1394,13,11,23.2
9747,1394,14,11,15.5
9748,1394,15,11,10.7
9749,1394,16,11,18.7
9750,1394,17,11,60.0
9751,1394,18,11,73.8
9752,1394,19,11,82.2
9753,1394,20,11,84.7
9754,1394,21,11,87.8
9755,1394,22,11,87.8
9756,1394,23,11,90.3
9757,1394,24,11,82.3
9758,1394,25,11,79.8
9759,1394,26,11,48.3
9760,1394,27,11,27.3
9761,1394,28,11,19.8
9762,1394,29,11,14.1
9763,1394,30,11,12.5
9764,1394,31,11,
10633,1394,1,12,11.0
10634,1394,2,12,9.23
10635,1394,3,12,7.86
10636,1394,4,12,8.4
10637,1394,5,12,8.95
10638,1394,6,12,9.8
10639,1394,7,12,11.6
10640,1394,8,12,11.3
10641,1394,9,12,10.7
10642,1394,10,12,12.9
10643,1394,11,12,16.9
10644,1394,12,12,18.0
10645,1394,13,12,16.9
10646,1394,14,12,16.9
10647,1394,15,12,15.5
10648,1394,16,12,14.4
10649,1394,17,12,19.5
10650,1394,18,12,18.3
10651,1394,19,12,24.3
10652,1394,20,12,46.0
10653,1394,21,12,53.7
10654,1394,22,12,62.9
10655,1394,23,12,75.6
10656,1394,24,12,89.7
10657,1394,25,12,100.0
10658,1394,26,12,107.0
10659,1394,27,12,114.0
10660,1394,28,12,118.0
10661,1394,29,12,117.0
10662,1394,30,12,
10663,1394,31,12,
775,1395,1,1,83.1
776,1395,2,1,77.3
777,1395,3,1,76.1
778,1395,4,1,77.3
779,1395,5,1,77.4
780,1395,6,1,77.9
781,1395,7,1,84.2
782,1395,8,1,88.7
783,1395,9,1,92.1
784,1395,10,1,88.7
785,1395,11,1,62.6
786,1395,12,1,35.9
787,1395,13,1,33.7
788,1395,14,1,37.0
789,1395,15,1,37.5
790,1395,16,1,31.9
791,1395,17,1,31.9
792,1395,18,1,31.4
793,1395,19,1,24.6
794,1395,20,1,31.8
795,1395,21,1,59.9
796,1395,22,1,84.3
797,1395,23,1,96.3
798,1395,24,1,120.0
799,1395,25,1,115.0
800,1395,26,1,201.0
801,1395,27,1,272.0
802,1395,28,1,281.0
803,1395,29,1,271.0
804,1395,30,1,253.0
805,1395,31,1,260.0
1674,1395,1,2,276.0
1675,1395,2,2,239.0
1676,1395,3,2,237.0
1677,1395,4,2,233.0
1678,1395,5,2,193.0
1679,1395,6,2,160.0
1680,1395,7,2,143.0
1681,1395,8,2,140.0
1682,1395,9,2,88.8
1683,1395,10,2,76.1
1684,1395,11,2,74.0
1685,1395,12,2,86.6
1686,1395,13,2,97.7
1687,1395,14,2,112.0
1688,1395,15,2,112.0
1689,1395,16,2,93.9
1690,1395,17,2,76.0
1691,1395,18,2,72.0
1692,1395,19,2,66.2
1693,1395,20,2,25.3
1694,1395,21,2,8.91
1695,1395,22,2,8.11
1696,1395,23,2,8.15
1697,1395,24,2,8.35
1698,1395,25,2,6.34
1699,1395,26,2,4.78
1700,1395,27,2,4.23
1701,1395,28,2,4.58
1702,1395,29,2,4.59
1703,1395,30,2,4.42
1704,1395,31,2,4.59
2573,1395,1,3,5.53
2574,1395,2,3,5.92
2575,1395,3,3,5.34
2576,1395,4,3,4.95
2577,1395,5,3,2.96
2578,1395,6,3,3.77
2579,1395,7,3,6.57
2580,1395,8,3,8.13
2581,1395,9,3,6.76
2582,1395,10,3,6.54
2583,1395,11,3,8.35
2584,1395,12,3,6.13
2585,1395,13,3,4.59
2586,1395,14,3,2.82
2587,1395,15,3,5.18
2588,1395,16,3,7.98
2589,1395,17,3,6.76
2590,1395,18,3,7.43
2591,1395,19,3,6.97
2592,1395,20,3,7.65
2593,1395,21,3,8.11
2594,1395,22,3,13.4
2595,1395,23,3,25.3
2596,1395,24,3,24.7
2597,1395,25,3,14.8
2598,1395,26,3,10.9
2599,1395,27,3,13.5
2600,1395,28,3,14.1
2601,1395,29,3,14.7
2602,1395,30,3,13.5
2603,1395,31,3,11.4
3472,1395,1,4,9.59
3473,1395,2,4,7.66
3474,1395,3,4,5.15
3475,1395,4,4,6.97
3476,1395,5,4,6.76
3477,1395,6,4,6.76
3478,1395,7,4,5.92
3479,1395,8,4,5.72
3480,1395,9,4,6.76
3481,1395,10,4,7.89
3482,1395,11,4,27.8
3483,1395,12,4,42.1
3484,1395,13,4,25.9
3485,1395,14,4,6.84
3486,1395,15,4,4.58
3487,1395,16,4,4.58
3488,1395,17,4,4.95
3489,1395,18,4,4.59
3490,1395,19,4,4.41
3491,1395,20,4,4.06
3492,1395,21,4,4.76
3493,1395,22,4,4.23
3494,1395,23,4,4.41
3495,1395,24,4,4.76
3496,1395,25,4,5.14
3497,1395,26,4,4.76
3498,1395,27,4,5.14
3499,1395,28,4,5.53
3500,1395,29,4,6.13
3501,1395,30,4,5.72
3502,1395,31,4,3.41
4371,1395,1,5,5.34
4372,1395,2,5,6.54
4373,1395,3,5,6.76
4374,1395,4,5,7.42
4375,1395,5,5,7.65
4376,1395,6,5,7.89
4377,1395,7,5,5.72
4378,1395,8,5,3.41
4379,1395,9,5,2.04
4380,1395,10,5,19.9
4381,1395,11,5,32.6
4382,1395,12,5,36.6
4383,1395,13,5,30.3
4384,1395,14,5,12.3
4385,1395,15,5,5.33
4386,1395,16,5,5.14
4387,1395,17,5,4.95
4388,1395,18,5,5.14
4389,1395,19,5,4.59
4390,1395,20,5,4.24
4391,1395,21,5,4.76
4392,1395,22,5,5.53
4393,1395,23,5,4.59
4394,1395,24,5,4.76
4395,1395,25,5,4.95
4396,1395,26,5,4.76
4397,1395,27,5,5.14
4398,1395,28,5,4.76
4399,1395,29,5,4.76
4400,1395,30,5,5.35
4401,1395,31,5,6.33
5270,1395,1,6,6.33
5271,1395,2,6,5.92
5272,1395,3,6,6.12
5273,1395,4,6,5.92
5274,1395,5,6,4.95
5275,1395,6,6,4.23
5276,1395,7,6,3.9
5277,1395,8,6,3.41
5278,1395,9,6,2.96
5279,1395,10,6,3.73
5280,1395,11,6,4.95
5281,1395,12,6,6.33
5282,1395,13,6,6.76
5283,1395,14,6,10.5
5284,1395,15,6,39.6
5285,1395,16,6,47.5
5286,1395,17,6,17.1
5287,1395,18,6,7.43
5288,1395,19,6,6.13
5289,1395,20,6,3.6
5290,1395,21,6,3.27
5291,1395,22,6,3.41
5292,1395,23,6,3.57
5293,1395,24,6,3.27
5294,1395,25,6,2.96
5295,1395,26,6,4.59
5296,1395,27,6,6.34
5297,1395,28,6,8.59
5298,1395,29,6,6.98
5299,1395,30,6,8.11
5300,1395,31,6,7.88
6169,1395,1,7,7.74
6170,1395,2,7,7.93
6171,1395,3,7,6.64
6172,1395,4,7,6.29
6173,1395,5,7,5.62
6174,1395,6,7,5.3
6175,1395,7,7,5.62
6176,1395,8,7,5.16
6177,1395,9,7,4.57
6178,1395,10,7,4.86
6179,1395,11,7,5.62
6180,1395,12,7,7.37
6181,1395,13,7,6.99
6182,1395,14,7,6.29
6183,1395,15,7,5.62
6184,1395,16,7,5.0
6185,1395,17,7,4.71
6186,1395,18,7,5.0
6187,1395,19,7,5.62
6188,1395,20,7,5.62
6189,1395,21,7,6.29
6190,1395,22,7,6.64
6191,1395,23,7,8.13
6192,1395,24,7,7.54
6193,1395,25,7,6.64
6194,1395,26,7,7.36
6195,1395,27,7,7.17
6196,1395,28,7,7.36
6197,1395,29,7,7.74
6198,1395,30,7,7.93
6199,1395,31,7,
7068,1395,1,8,8.13
7069,1395,2,8,7.74
7070,1395,3,8,6.29
7071,1395,4,8,5.3
7072,1395,5,8,4.57
7073,1395,6,8,4.71
7074,1395,7,8,4.57
7075,1395,8,8,3.77
7076,1395,9,8,3.63
7077,1395,10,8,3.76
7078,1395,11,8,3.89
7079,1395,12,8,4.16
7080,1395,13,8,3.63
7081,1395,14,8,3.76
7082,1395,15,8,3.63
7083,1395,16,8,3.51
7084,1395,17,8,3.15
7085,1395,18,8,2.61
7086,1395,19,8,2.4
7087,1395,20,8,2.4
7088,1395,21,8,2.03
7089,1395,22,8,1.85
7090,1395,23,8,1.69
7091,1395,24,8,1.77
7092,1395,25,8,1.69
7093,1395,26,8,1.77
7094,1395,27,8,2.12
7095,1395,28,8,2.61
7096,1395,29,8,3.89
7097,1395,30,8,3.63
7098,1395,31,8,
7967,1395,1,9,3.76
7968,1395,2,9,3.51
7969,1395,3,9,3.63
7970,1395,4,9,3.76
7971,1395,5,9,3.76
7972,1395,6,9,3.63
7973,1395,7,9,3.27
7974,1395,8,9,3.39
7975,1395,9,9,3.51
7976,1395,10,9,3.51
7977,1395,11,9,3.63
7978,1395,12,9,4.43
7979,1395,13,9,8.51
7980,1395,14,9,12.9
7981,1395,15,9,9.15
7982,1395,16,9,7.18
7983,1395,17,9,5.79
7984,1395,18,9,5.0
7985,1395,19,9,4.85
7986,1395,20,9,4.85
7987,1395,21,9,4.71
7988,1395,22,9,4.57
7989,1395,23,9,4.43
7990,1395,24,9,4.29
7991,1395,25,9,4.43
7992,1395,26,9,4.29
7993,1395,27,9,4.71
7994,1395,28,9,4.85
7995,1395,29,9,4.85
7996,1395,30,9,4.85
7997,1395,31,9,
8866,1395,1,10,4.85
8867,1395,2,10,4.43
8868,1395,3,10,4.29
8869,1395,4,10,4.71
8870,1395,5,10,4.57
8871,1395,6,10,4.71
8872,1395,7,10,5.3
8873,1395,8,10,5.46
8874,1395,9,10,5.62
8875,1395,10,10,5.78
8876,1395,11,10,5.78
8877,1395,12,10,5.46
8878,1395,13,10,5.62
8879,1395,14,10,5.78
8880,1395,15,10,5.62
8881,1395,16,10,5.3
8882,1395,17,10,5.46
8883,1395,18,10,5.3
8884,1395,19,10,5.15
8885,1395,20,10,5.46
8886,1395,21,10,5.3
8887,1395,22,10,5.46
8888,1395,23,10,5.15
8889,1395,24,10,5.3
8890,1395,25,10,5.15
8891,1395,26,10,5.3
8892,1395,27,10,5.15
8893,1395,28,10,5.15
8894,1395,29,10,5.0
8895,1395,30,10,5.15
8896,1395,31,10,
9765,1395,1,11,5.15
9766,1395,2,11,5.15
9767,1395,3,11,5.0
9768,1395,4,11,5.15
9769,1395,5,11,5.0
9770,1395,6,11,5.0
9771,1395,7,11,4.85
9772,1395,8,11,5.15
9773,1395,9,11,5.15
9774,1395,10,11,4.85
9775,1395,11,11,4.71
9776,1395,12,11,4.85
9777,1395,13,11,4.71
9778,1395,14,11,13.9
9779,1395,15,11,34.6
9780,1395,16,11,52.4
9781,1395,17,11,60.0
9782,1395,18,11,61.9
9783,1395,19,11,66.8
9784,1395,20,11,73.7
9785,1395,21,11,75.7
9786,1395,22,11,76.3
9787,1395,23,11,59.8
9788,1395,24,11,30.1
9789,1395,25,11,20.5
9790,1395,26,11,15.4
9791,1395,27,11,12.0
9792,1395,28,11,10.1
9793,1395,29,11,8.35
9794,1395,30,11,6.76
9795,1395,31,11,
